128	0.001973878	0.033523175	0.000115442	1.5606e-5	1.52e-6	0.0356125
1024	0.000287111	2.0871e-5	0.000522981	2.4426e-5	2.042e-6	0.000830963
16384	0.000299978	8.8196e-5	0.000991369	0.000165113	1.515e-5	0.00137954
131072	0.000754453	0.000423085	0.001157125	0.001158941	0.000104428	0.00233466
1048576	0.005151637	0.000906859	0.002617466	0.005650818	0.001038865	0.00867596
16777216	0.085621143	0.002704319	0.02700436	0.081299597	0.011939811	0.11533
